Time,X,Y,Speed
73.049,6014.0,1195.0,241.18690381344072
73.249,6130.0,1139.0,222.49532620840301
73.265,6138.717360809811,1134.6257721142633,221.0
73.489,6248.0,1076.0,198.6
73.545,6273.919855149399,1060.6929895761361,193.0
73.629,6312.0,1037.0,187.96001536
73.745,6362.237735307868,1003.0573351094048,181.0
73.929,6435.0,947.0,169.96
73.945,6440.822181603866,942.0514146409414,169.0
74.105,6494.698591101181,891.8375896583407,162.0
74.148,6508.0,878.0,160.49500672
74.305,6552.237865285962,826.0168756313305,155.0
74.308,6553.0,825.0,154.9437536
74.465,6588.16941605016,770.4937368764669,152.0
74.568,6607.0,733.0,150.28333653333334
74.748,6633.0,664.0,147.28333653333334
74.825,6641.51648673132,633.681711522638,146.0
74.988,6655.0,569.0,140.29500672
75.025,6657.368260452384,554.4583593604327,139.0
75.168,6664.0,499.0,137.2125024
75.265,6665.9214609322,462.352186066714,136.0
75.328,6666.0,439.0,134.4250048
75.465,6662.921310962305,389.46423294600254,131.0
75.668,6651.0,318.0,127.828128
75.728,6646.0,297.0,126.890628
75.785,6640.347354360035,277.3898147323819,126.0
75.985,6613.833729684483,211.2713288398056,130.0
76.048,6604.0,191.0,131.25999616000001
76.185,6580.372572520005,147.59208305516776,134.0
76.228,6572.0,134.0,134.46071222857142
76.465,6518.679689453661,60.84332171691626,137.0
76.468,6518.0,60.0,137.08999424
76.648,6471.0,8.0,142.48999424
76.665,6464.285565376865,1.5250213857823205,143.0
76.865,6359.578999883628,-92.09028298281605,149.0
76.908,6341.0,-108.0,150.39749376
77.265,6263.128856304016,-164.26564364570254,162.0
77.269,6262.0,-165.0,162.1999872
77.425,6204.910780138379,-202.18742451693214,170.0
77.469,6184.0,-215.0,171.6499904
77.709,6042.0,-295.0,180.6499904
77.745,6020.656050813773,-306.5825197494341,182.0
78.089,5843.0,-400.0,195.76
78.145,5820.8787485722905,-411.46439464829666,198.0
78.305,5769.271726114897,-438.0659289431852,199.0
78.465,5718.465640237172,-464.3830884580853,205.0
78.549,5683.0,-483.0,207.51999232
78.665,5624.279010080442,-514.0141357802557,211.0
78.729,5590.0,-532.0,212.6
78.889,5505.0,-576.0,216.6
78.985,5455.570767440584,-601.6288845793977,219.0
79.129,5380.0,-641.0,224.4
79.145,5371.1008427908655,-645.6466146029013,225.0
79.349,5252.0,-708.0,230.0999936
79.545,5140.716001440601,-766.6811669123107,235.0
79.569,5127.0,-774.0,235.5142857142857
79.749,5023.0,-830.0,239.3714230857143
79.825,4979.86173730251,-853.1274775143909,241.0
79.985,4889.3145649092585,-901.7428118799619,243.0
79.989,4887.0,-903.0,243.083328
80.149,4792.0,-955.0,246.41666133333334
80.409,4634.0,-1041.0,251.83333333333334
80.465,4604.269234185888,-1057.389697116178,253.0
80.588,4540.0,-1093.0,255.45999616
80.665,4493.355664855132,-1118.650597616262,257.0
80.768,4427.0,-1155.0,258.47142582857145
80.945,4315.913856203718,-1215.941676173437,261.0
80.948,4314.0,-1217.0,261.0374976
81.128,4199.0,-1281.0,263.2874976
